Item_ID,Item_Category,Item_MRP,Item_Visibility,Item_Fat_Content,Outlet_ID,Outlet_Type,Outlet_Size,Outlet_Location_Type,Outlet_Establishment_Year,Festival_Flag,Discount_Percentage,Units_Sold
ITM_08743,Electronics,157.24,0.18,Non Edible,OUT_042,Grocery Store,Large,Tier 1,2014,0,45,181
ITM_08744,Household,131.84,0.29,Low Fat,OUT_043,Grocery Store,Medium,Tier 1,2003,0,26,111
ITM_08745,Electronics,211.5,0.11,Low Fat,OUT_044,Grocery Store,Large,Tier 3,2016,1,24,126
ITM_08746,Personal Care,397.04,0.2,Non Edible,OUT_045,Supermarket Type2,Medium,Tier 1,2014,0,25,128
ITM_08747,Food,254.17,0.29,Regular,OUT_046,Grocery Store,Large,Tier 3,2022,0,44,143
ITM_08748,Household,123.92,0.24,Low Fat,OUT_047,Grocery Store,Large,Tier 1,2001,0,22,115
ITM_08749,Clothing,76.11,0.21,Regular,OUT_048,Supermarket Type3,Medium,Tier 3,2018,0,40,116
ITM_08750,Personal Care,259.51,0.29,Low Fat,OUT_049,Grocery Store,Large,Tier 1,2000,0,22,147
ITM_08751,Household,401.3,0.06,Non Edible,OUT_050,Grocery Store,Small,Tier 1,2021,0,28,123
ITM_08752,Food,333.35,0.23,Regular,OUT_051,Supermarket Type2,Small,Tier 2,1990,1,32,136
ITM_08753,Drinks,131.43,0.13,Non Edible,OUT_052,Supermarket Type2,Medium,Tier 2,1986,0,17,72
ITM_08754,Clothing,229.62,0.11,Non Edible,OUT_053,Supermarket Type1,Small,Tier 3,1989,1,6,105
ITM_08755,Electronics,430.51,0.16,Regular,OUT_054,Supermarket Type2,Medium,Tier 2,2003,0,31,98
ITM_08756,Food,105.27,0.02,Regular,OUT_055,Supermarket Type2,Large,Tier 2,1985,0,40,141
ITM_08757,Personal Care,275.4,0.1,Regular,OUT_056,Supermarket Type2,Small,Tier 1,2022,0,6,87
ITM_08758,Personal Care,190.99,0.06,Non Edible,OUT_057,Supermarket Type2,Large,Tier 3,2009,1,7,96
ITM_08759,Drinks,79.61,0.05,Non Edible,OUT_058,Grocery Store,Medium,Tier 2,2000,0,49,137
ITM_08760,Drinks,43.95,0.11,Non Edible,OUT_059,Supermarket Type1,Medium,Tier 2,2014,0,20,85
ITM_08761,Clothing,286.82,0.24,Regular,OUT_060,Supermarket Type2,Large,Tier 1,2014,1,41,199
ITM_08762,Electronics,29.96,0.07,Low Fat,OUT_061,Grocery Store,Medium,Tier 1,1994,0,16,108
ITM_08763,Clothing,69.65,0.16,Regular,OUT_062,Supermarket Type2,Small,Tier 1,2008,0,50,177
ITM_08764,Drinks,186.83,0.23,Low Fat,OUT_063,Supermarket Type1,Medium,Tier 3,2005,1,32,133
ITM_08765,Drinks,40.89,0.08,Non Edible,OUT_064,Supermarket Type3,Small,Tier 1,2023,0,29,124
ITM_08766,Personal Care,212.21,0.28,Low Fat,OUT_065,Supermarket Type3,Medium,Tier 3,1999,0,1,40
ITM_08767,Drinks,82.58,0.26,Regular,OUT_066,Supermarket Type1,Small,Tier 1,1989,0,45,161
ITM_08768,Household,187.94,0.08,Regular,OUT_067,Grocery Store,Medium,Tier 2,2020,0,35,117
ITM_08769,Food,399.76,0.3,Regular,OUT_068,Grocery Store,Medium,Tier 3,2006,1,21,111
ITM_08770,Drinks,320.65,0.2,Low Fat,OUT_069,Supermarket Type1,Large,Tier 1,1992,0,31,135
ITM_08771,Clothing,233.79,0.09,Regular,OUT_070,Supermarket Type3,Large,Tier 1,2015,0,48,172
ITM_08772,Electronics,64.08,0.21,Low Fat,OUT_071,Supermarket Type2,Small,Tier 2,1985,0,24,87
ITM_08773,Electronics,317.19,0.2,Non Edible,OUT_072,Supermarket Type3,Large,Tier 2,2004,1,48,168
ITM_08774,Electronics,98.58,0.19,Low Fat,OUT_073,Supermarket Type2,Large,Tier 2,2012,0,7,64
ITM_08775,Household,56.76,0.22,Non Edible,OUT_074,Supermarket Type1,Small,Tier 1,2015,0,32,135
ITM_08776,Clothing,338.72,0.09,Low Fat,OUT_075,Supermarket Type1,Large,Tier 2,2008,0,28,91
ITM_08777,Household,457.79,0.29,Non Edible,OUT_076,Supermarket Type1,Small,Tier 2,1991,0,16,68
ITM_08778,Drinks,241.08,0.26,Regular,OUT_077,Supermarket Type3,Small,Tier 3,1986,0,39,108
ITM_08779,Food,39.68,0.23,Low Fat,OUT_078,Supermarket Type1,Small,Tier 3,1993,0,44,128
ITM_08780,Electronics,442.54,0.02,Non Edible,OUT_079,Supermarket Type3,Small,Tier 3,2003,1,1,112
ITM_08781,Clothing,52.15,0.18,Regular,OUT_080,Grocery Store,Medium,Tier 1,2009,0,48,171
ITM_08782,Electronics,436.41,0.21,Regular,OUT_081,Supermarket Type2,Medium,Tier 3,2007,0,38,120
ITM_08783,Household,208.07,0.26,Non Edible,OUT_082,Supermarket Type2,Small,Tier 1,1994,0,47,184
ITM_08784,Personal Care,195.39,0.28,Non Edible,OUT_083,Supermarket Type2,Large,Tier 2,2007,0,48,138
ITM_08785,Drinks,280.54,0.28,Low Fat,OUT_084,Supermarket Type1,Small,Tier 1,2017,0,30,135
ITM_08786,Food,479.4,0.13,Non Edible,OUT_085,Supermarket Type2,Small,Tier 1,2003,0,3,82
ITM_08787,Drinks,451.4,0.27,Non Edible,OUT_086,Supermarket Type1,Large,Tier 2,2018,0,41,115
ITM_08788,Personal Care,245.76,0.01,Regular,OUT_087,Supermarket Type3,Small,Tier 3,2021,0,25,106
ITM_08789,Food,354.0,0.11,Non Edible,OUT_088,Supermarket Type1,Medium,Tier 3,1987,0,8,87
ITM_08790,Personal Care,298.61,0.04,Non Edible,OUT_089,Supermarket Type2,Small,Tier 3,1991,0,30,88
ITM_08791,Drinks,352.86,0.27,Non Edible,OUT_090,Supermarket Type1,Medium,Tier 2,1985,0,9,50
ITM_08792,Household,418.08,0.28,Regular,OUT_091,Supermarket Type1,Large,Tier 1,2020,1,50,196
ITM_08793,Drinks,36.56,0.08,Regular,OUT_092,Supermarket Type3,Large,Tier 2,1985,0,5,45
ITM_08794,Drinks,176.36,0.12,Regular,OUT_093,Supermarket Type1,Large,Tier 2,2014,0,43,149
ITM_08795,Drinks,480.48,0.3,Regular,OUT_094,Supermarket Type2,Medium,Tier 2,2016,0,25,85
ITM_08796,Clothing,475.68,0.17,Low Fat,OUT_095,Supermarket Type1,Small,Tier 2,2003,0,10,74
ITM_08797,Personal Care,25.39,0.15,Regular,OUT_096,Grocery Store,Large,Tier 1,1994,0,14,91
ITM_08798,Personal Care,116.69,0.16,Regular,OUT_097,Supermarket Type1,Large,Tier 3,2017,0,19,71
ITM_08799,Electronics,497.01,0.21,Low Fat,OUT_098,Grocery Store,Large,Tier 3,1988,1,13,92
ITM_08800,Personal Care,256.56,0.29,Low Fat,OUT_099,Supermarket Type2,Small,Tier 2,2004,0,43,146
ITM_08801,Electronics,294.98,0.12,Low Fat,OUT_000,Grocery Store,Small,Tier 1,1999,1,50,226
ITM_08802,Clothing,99.88,0.06,Non Edible,OUT_001,Grocery Store,Medium,Tier 2,2014,0,20,71
ITM_08803,Household,449.28,0.06,Regular,OUT_002,Grocery Store,Medium,Tier 1,1991,1,43,220
ITM_08804,Electronics,131.01,0.02,Non Edible,OUT_003,Grocery Store,Small,Tier 2,2022,0,26,97
ITM_08805,Drinks,111.03,0.17,Low Fat,OUT_004,Grocery Store,Small,Tier 3,2002,0,29,107
ITM_08806,Household,129.5,0.28,Low Fat,OUT_005,Supermarket Type1,Large,Tier 3,2014,0,6,51
ITM_08807,Clothing,461.42,0.22,Low Fat,OUT_006,Supermarket Type3,Large,Tier 2,1992,0,36,91
ITM_08808,Personal Care,357.37,0.3,Low Fat,OUT_007,Grocery Store,Medium,Tier 3,2005,0,14,53
ITM_08809,Electronics,388.93,0.27,Non Edible,OUT_008,Supermarket Type2,Large,Tier 2,1991,0,15,89
ITM_08810,Drinks,200.98,0.15,Low Fat,OUT_009,Supermarket Type2,Small,Tier 1,1989,0,42,172
ITM_08811,Food,456.4,0.15,Regular,OUT_010,Supermarket Type1,Small,Tier 1,2016,0,19,96
ITM_08812,Food,398.92,0.19,Regular,OUT_011,Supermarket Type3,Medium,Tier 1,2000,0,48,171
ITM_08813,Household,380.29,0.04,Regular,OUT_012,Supermarket Type3,Small,Tier 1,2010,0,37,149
ITM_08814,Personal Care,486.05,0.19,Non Edible,OUT_013,Grocery Store,Medium,Tier 2,2011,0,19,97
ITM_08815,Food,195.77,0.14,Low Fat,OUT_014,Supermarket Type2,Large,Tier 3,2023,0,21,83
ITM_08816,Household,313.27,0.2,Non Edible,OUT_015,Supermarket Type2,Medium,Tier 1,2012,0,5,70
ITM_08817,Clothing,456.77,0.17,Regular,OUT_016,Supermarket Type1,Small,Tier 3,2017,0,43,140
ITM_08818,Household,399.63,0.1,Low Fat,OUT_017,Grocery Store,Large,Tier 2,1986,0,39,141
ITM_08819,Household,290.42,0.19,Non Edible,OUT_018,Supermarket Type2,Small,Tier 3,1999,0,19,86
ITM_08820,Household,56.58,0.12,Low Fat,OUT_019,Grocery Store,Small,Tier 3,2023,1,4,101
ITM_08821,Drinks,333.31,0.07,Low Fat,OUT_020,Supermarket Type3,Large,Tier 3,1991,0,10,49
ITM_08822,Household,272.75,0.21,Non Edible,OUT_021,Grocery Store,Small,Tier 2,2004,0,1,24
ITM_08823,Electronics,108.41,0.1,Regular,OUT_022,Grocery Store,Small,Tier 2,1997,0,29,83
ITM_08824,Household,443.48,0.27,Non Edible,OUT_023,Supermarket Type1,Large,Tier 2,2016,0,7,68
ITM_08825,Drinks,184.76,0.07,Non Edible,OUT_024,Supermarket Type1,Small,Tier 3,2013,1,39,159
ITM_08826,Drinks,205.99,0.18,Regular,OUT_025,Supermarket Type3,Medium,Tier 1,1988,0,7,99
ITM_08827,Clothing,342.75,0.18,Non Edible,OUT_026,Supermarket Type3,Small,Tier 1,2003,1,16,135
ITM_08828,Personal Care,254.62,0.07,Low Fat,OUT_027,Grocery Store,Small,Tier 3,1994,1,38,162
ITM_08829,Food,62.85,0.14,Regular,OUT_028,Supermarket Type2,Large,Tier 1,2020,0,34,130
ITM_08830,Food,205.97,0.21,Non Edible,OUT_029,Grocery Store,Medium,Tier 1,1996,0,29,124
ITM_08831,Household,65.34,0.1,Low Fat,OUT_030,Supermarket Type3,Small,Tier 3,2006,0,0,20
ITM_08832,Clothing,111.56,0.04,Regular,OUT_031,Supermarket Type1,Large,Tier 2,2011,1,4,91
ITM_08833,Household,23.44,0.19,Non Edible,OUT_032,Supermarket Type1,Small,Tier 1,2019,0,15,96
ITM_08834,Food,107.03,0.07,Regular,OUT_033,Supermarket Type3,Small,Tier 2,2001,1,35,131
ITM_08835,Drinks,178.61,0.21,Low Fat,OUT_034,Grocery Store,Small,Tier 1,1990,0,14,105
ITM_08836,Personal Care,278.34,0.25,Low Fat,OUT_035,Supermarket Type2,Medium,Tier 3,1998,0,48,144
ITM_08837,Clothing,461.25,0.05,Regular,OUT_036,Supermarket Type1,Large,Tier 3,2017,1,16,110
ITM_08838,Drinks,279.36,0.14,Low Fat,OUT_037,Grocery Store,Medium,Tier 2,2012,0,12,50
ITM_08839,Personal Care,358.69,0.14,Low Fat,OUT_038,Supermarket Type2,Small,Tier 2,2022,0,23,116
ITM_08840,Clothing,191.69,0.19,Regular,OUT_039,Supermarket Type3,Medium,Tier 2,1991,0,42,130
ITM_08841,Clothing,380.78,0.11,Regular,OUT_040,Grocery Store,Small,Tier 2,1995,1,47,143
ITM_08842,Food,317.82,0.13,Non Edible,OUT_041,Supermarket Type2,Medium,Tier 3,2017,0,3,44
ITM_08843,Drinks,240.7,0.01,Non Edible,OUT_042,Grocery Store,Large,Tier 3,1987,0,46,131
ITM_08844,Clothing,113.01,0.05,Regular,OUT_043,Supermarket Type1,Medium,Tier 3,2006,1,43,163
ITM_08845,Electronics,165.7,0.18,Low Fat,OUT_044,Supermarket Type3,Large,Tier 2,1997,0,45,149
ITM_08846,Clothing,318.05,0.07,Low Fat,OUT_045,Supermarket Type1,Small,Tier 3,2013,0,12,74
ITM_08847,Personal Care,224.51,0.05,Regular,OUT_046,Supermarket Type1,Large,Tier 3,1990,0,8,73
ITM_08848,Food,446.91,0.1,Regular,OUT_047,Grocery Store,Small,Tier 1,2023,0,25,123
ITM_08849,Household,132.72,0.06,Regular,OUT_048,Supermarket Type3,Medium,Tier 1,2012,0,46,182
ITM_08850,Food,55.07,0.03,Low Fat,OUT_049,Grocery Store,Medium,Tier 1,1999,0,15,103
ITM_08851,Household,302.89,0.09,Non Edible,OUT_050,Supermarket Type2,Large,Tier 2,2008,0,41,131
ITM_08852,Drinks,445.3,0.06,Non Edible,OUT_051,Supermarket Type3,Medium,Tier 2,2010,0,36,126
ITM_08853,Drinks,195.07,0.24,Low Fat,OUT_052,Supermarket Type1,Medium,Tier 3,1985,0,42,115
ITM_08854,Clothing,330.9,0.03,Non Edible,OUT_053,Supermarket Type1,Small,Tier 3,2010,0,5,27
ITM_08855,Electronics,131.08,0.23,Regular,OUT_054,Supermarket Type1,Medium,Tier 2,2015,0,10,35
ITM_08856,Drinks,288.07,0.12,Regular,OUT_055,Grocery Store,Small,Tier 1,2007,0,1,111
ITM_08857,Clothing,397.66,0.21,Low Fat,OUT_056,Grocery Store,Large,Tier 3,2016,0,29,109
ITM_08858,Food,436.18,0.03,Low Fat,OUT_057,Grocery Store,Medium,Tier 1,1985,1,18,165
ITM_08859,Drinks,70.46,0.28,Regular,OUT_058,Supermarket Type3,Large,Tier 3,2002,0,22,104
ITM_08860,Food,191.06,0.23,Regular,OUT_059,Supermarket Type3,Medium,Tier 1,2001,0,46,145
ITM_08861,Food,327.03,0.05,Low Fat,OUT_060,Supermarket Type3,Large,Tier 3,2012,1,11,99
ITM_08862,Electronics,36.67,0.07,Low Fat,OUT_061,Supermarket Type3,Large,Tier 1,1985,0,38,136
ITM_08863,Drinks,351.5,0.2,Regular,OUT_062,Supermarket Type2,Small,Tier 1,2020,1,5,157
ITM_08864,Food,273.46,0.28,Regular,OUT_063,Supermarket Type1,Medium,Tier 2,1989,1,42,147
ITM_08865,Electronics,158.51,0.14,Non Edible,OUT_064,Grocery Store,Large,Tier 3,1989,0,35,133
ITM_08866,Electronics,411.03,0.15,Non Edible,OUT_065,Grocery Store,Small,Tier 1,1986,0,45,154
ITM_08867,Drinks,159.22,0.08,Regular,OUT_066,Supermarket Type2,Large,Tier 2,1995,0,41,130
ITM_08868,Electronics,495.88,0.12,Low Fat,OUT_067,Supermarket Type1,Large,Tier 3,2019,0,14,92
ITM_08869,Drinks,411.86,0.09,Non Edible,OUT_068,Supermarket Type1,Large,Tier 2,2014,0,35,120
ITM_08870,Drinks,359.83,0.11,Non Edible,OUT_069,Supermarket Type2,Medium,Tier 1,2016,1,12,137
ITM_08871,Household,49.45,0.02,Regular,OUT_070,Supermarket Type3,Medium,Tier 3,1992,1,7,137
ITM_08872,Food,454.07,0.02,Low Fat,OUT_071,Supermarket Type1,Large,Tier 1,1986,0,24,99
ITM_08873,Personal Care,399.23,0.21,Low Fat,OUT_072,Supermarket Type3,Large,Tier 1,2020,0,23,103
ITM_08874,Drinks,129.93,0.21,Regular,OUT_073,Supermarket Type2,Large,Tier 2,2023,1,30,136
ITM_08875,Food,208.28,0.11,Low Fat,OUT_074,Grocery Store,Medium,Tier 1,2009,0,39,169
ITM_08876,Electronics,148.94,0.27,Regular,OUT_075,Grocery Store,Large,Tier 3,2003,0,12,55
ITM_08877,Clothing,492.52,0.09,Low Fat,OUT_076,Grocery Store,Large,Tier 2,1991,1,28,156
ITM_08878,Drinks,430.01,0.12,Regular,OUT_077,Grocery Store,Large,Tier 1,1998,0,31,111
ITM_08879,Electronics,466.51,0.22,Low Fat,OUT_078,Supermarket Type1,Large,Tier 1,1988,0,42,172
ITM_08880,Electronics,398.61,0.23,Regular,OUT_079,Supermarket Type3,Medium,Tier 1,2017,1,36,196
ITM_08881,Electronics,239.05,0.26,Regular,OUT_080,Grocery Store,Small,Tier 2,2021,1,17,97
ITM_08882,Electronics,118.61,0.02,Low Fat,OUT_081,Grocery Store,Small,Tier 3,2014,0,25,98
ITM_08883,Electronics,119.88,0.06,Regular,OUT_082,Grocery Store,Large,Tier 2,2004,0,17,77
ITM_08884,Drinks,92.81,0.2,Non Edible,OUT_083,Supermarket Type2,Small,Tier 1,1998,0,33,144
ITM_08885,Personal Care,282.39,0.11,Low Fat,OUT_084,Supermarket Type1,Small,Tier 2,2011,0,30,123
ITM_08886,Household,461.58,0.02,Regular,OUT_085,Supermarket Type2,Medium,Tier 1,1997,0,14,96
ITM_08887,Electronics,496.06,0.18,Low Fat,OUT_086,Supermarket Type3,Large,Tier 2,1991,0,36,120
ITM_08888,Electronics,157.9,0.12,Low Fat,OUT_087,Grocery Store,Medium,Tier 1,2002,0,19,116
ITM_08889,Household,354.71,0.12,Regular,OUT_088,Supermarket Type1,Small,Tier 2,2022,0,27,101
ITM_08890,Drinks,306.61,0.09,Non Edible,OUT_089,Supermarket Type1,Small,Tier 1,2023,0,3,104
ITM_08891,Food,254.69,0.01,Low Fat,OUT_090,Supermarket Type1,Large,Tier 1,1993,0,7,96
ITM_08892,Clothing,339.57,0.06,Non Edible,OUT_091,Supermarket Type2,Large,Tier 2,2007,0,17,63
ITM_08893,Clothing,198.25,0.15,Non Edible,OUT_092,Supermarket Type2,Medium,Tier 2,2015,0,31,117
ITM_08894,Food,473.35,0.09,Regular,OUT_093,Supermarket Type2,Large,Tier 1,1986,1,22,184
ITM_08895,Drinks,358.62,0.26,Regular,OUT_094,Supermarket Type2,Small,Tier 3,2022,0,14,69
ITM_08896,Clothing,382.02,0.05,Low Fat,OUT_095,Supermarket Type3,Medium,Tier 1,2023,0,43,184
ITM_08897,Household,136.36,0.26,Regular,OUT_096,Grocery Store,Medium,Tier 1,1989,0,6,75
ITM_08898,Food,100.92,0.13,Low Fat,OUT_097,Grocery Store,Large,Tier 3,2007,0,47,145
ITM_08899,Personal Care,209.28,0.09,Low Fat,OUT_098,Supermarket Type2,Large,Tier 1,2016,0,30,112
ITM_08900,Drinks,388.0,0.1,Non Edible,OUT_099,Supermarket Type2,Small,Tier 2,2023,0,31,98
ITM_08901,Food,470.62,0.11,Regular,OUT_000,Supermarket Type2,Medium,Tier 2,2000,0,39,126
ITM_08902,Clothing,225.12,0.16,Regular,OUT_001,Supermarket Type3,Medium,Tier 3,1995,0,13,79
ITM_08903,Drinks,391.6,0.11,Low Fat,OUT_002,Supermarket Type3,Medium,Tier 1,1998,0,18,118
ITM_08904,Household,245.8,0.2,Non Edible,OUT_003,Supermarket Type1,Medium,Tier 2,1987,0,49,159
ITM_08905,Drinks,161.71,0.13,Regular,OUT_004,Grocery Store,Small,Tier 1,1992,0,39,129
ITM_08906,Drinks,374.85,0.2,Non Edible,OUT_005,Supermarket Type2,Small,Tier 3,1999,0,15,94
ITM_08907,Household,403.14,0.19,Non Edible,OUT_006,Supermarket Type1,Small,Tier 2,1993,0,8,47
ITM_08908,Electronics,117.36,0.08,Low Fat,OUT_007,Grocery Store,Large,Tier 3,2000,1,0,68
ITM_08909,Household,166.48,0.25,Regular,OUT_008,Supermarket Type1,Small,Tier 1,2010,0,24,133
ITM_08910,Drinks,257.49,0.24,Regular,OUT_009,Supermarket Type3,Small,Tier 1,2016,0,7,67
ITM_08911,Household,109.53,0.3,Regular,OUT_010,Supermarket Type3,Small,Tier 1,2002,0,38,165
ITM_08912,Electronics,465.84,0.06,Non Edible,OUT_011,Supermarket Type1,Small,Tier 3,1992,1,31,116
ITM_08913,Food,303.84,0.26,Regular,OUT_012,Supermarket Type1,Large,Tier 2,2023,0,7,42
ITM_08914,Household,78.18,0.26,Low Fat,OUT_013,Grocery Store,Medium,Tier 3,2016,1,12,116
ITM_08915,Household,108.33,0.2,Non Edible,OUT_014,Supermarket Type2,Medium,Tier 2,1994,0,2,56
ITM_08916,Drinks,478.09,0.16,Regular,OUT_015,Grocery Store,Large,Tier 1,1996,0,1,36
ITM_08917,Food,374.32,0.29,Non Edible,OUT_016,Grocery Store,Small,Tier 1,1996,0,44,146
ITM_08918,Personal Care,372.51,0.29,Non Edible,OUT_017,Supermarket Type3,Medium,Tier 3,1994,0,27,66
ITM_08919,Personal Care,54.8,0.2,Non Edible,OUT_018,Supermarket Type3,Medium,Tier 2,2018,0,3,50
ITM_08920,Clothing,449.74,0.11,Low Fat,OUT_019,Supermarket Type1,Medium,Tier 1,2014,0,22,120
ITM_08921,Household,232.99,0.25,Regular,OUT_020,Supermarket Type3,Medium,Tier 1,2015,1,33,172
ITM_08922,Household,336.66,0.04,Regular,OUT_021,Grocery Store,Small,Tier 3,2022,0,6,58
ITM_08923,Food,480.65,0.09,Non Edible,OUT_022,Supermarket Type1,Medium,Tier 3,2009,1,29,127
ITM_08924,Electronics,68.01,0.3,Regular,OUT_023,Supermarket Type1,Large,Tier 2,2008,0,8,42
ITM_08925,Personal Care,251.49,0.25,Non Edible,OUT_024,Supermarket Type3,Large,Tier 1,2017,0,18,122
ITM_08926,Clothing,43.81,0.28,Non Edible,OUT_025,Supermarket Type2,Medium,Tier 2,1993,1,8,87
ITM_08927,Food,259.78,0.18,Non Edible,OUT_026,Supermarket Type3,Small,Tier 2,2009,0,22,78
ITM_08928,Household,141.08,0.13,Low Fat,OUT_027,Supermarket Type1,Medium,Tier 2,2004,0,10,81
ITM_08929,Personal Care,457.31,0.29,Regular,OUT_028,Supermarket Type1,Medium,Tier 3,2001,0,12,44
ITM_08930,Clothing,211.28,0.1,Non Edible,OUT_029,Supermarket Type2,Medium,Tier 2,1990,0,28,124
ITM_08931,Drinks,324.26,0.23,Regular,OUT_030,Grocery Store,Large,Tier 2,2020,1,30,164
ITM_08932,Personal Care,432.94,0.17,Low Fat,OUT_031,Supermarket Type1,Large,Tier 2,2004,0,7,41
ITM_08933,Clothing,492.17,0.08,Low Fat,OUT_032,Supermarket Type2,Small,Tier 3,2010,1,45,190
ITM_08934,Food,261.83,0.02,Non Edible,OUT_033,Grocery Store,Medium,Tier 3,1996,1,18,92
ITM_08935,Drinks,238.76,0.12,Low Fat,OUT_034,Supermarket Type3,Medium,Tier 1,1991,0,4,84
ITM_08936,Clothing,56.36,0.17,Low Fat,OUT_035,Supermarket Type2,Medium,Tier 3,2014,1,47,162
ITM_08937,Clothing,26.11,0.06,Low Fat,OUT_036,Grocery Store,Medium,Tier 3,2006,0,26,107
ITM_08938,Household,312.23,0.13,Low Fat,OUT_037,Supermarket Type1,Large,Tier 2,2013,1,38,165
ITM_08939,Electronics,51.42,0.19,Low Fat,OUT_038,Supermarket Type1,Small,Tier 1,2006,1,13,134
ITM_08940,Personal Care,202.58,0.22,Low Fat,OUT_039,Supermarket Type2,Large,Tier 3,2008,0,21,66
ITM_08941,Household,21.73,0.03,Regular,OUT_040,Supermarket Type3,Medium,Tier 1,1987,1,21,174
ITM_08942,Drinks,315.31,0.2,Low Fat,OUT_041,Supermarket Type2,Large,Tier 2,2008,0,4,49
ITM_08943,Electronics,224.2,0.03,Regular,OUT_042,Supermarket Type1,Small,Tier 3,2010,0,15,68
ITM_08944,Clothing,80.97,0.02,Non Edible,OUT_043,Grocery Store,Medium,Tier 2,1989,0,38,117
ITM_08945,Household,162.26,0.05,Low Fat,OUT_044,Supermarket Type3,Medium,Tier 2,1997,0,25,96
ITM_08946,Electronics,293.44,0.2,Low Fat,OUT_045,Grocery Store,Large,Tier 1,2021,0,15,100
ITM_08947,Personal Care,335.22,0.03,Regular,OUT_046,Supermarket Type2,Large,Tier 3,2006,0,11,75
ITM_08948,Drinks,241.92,0.02,Low Fat,OUT_047,Supermarket Type2,Large,Tier 1,2018,0,15,123
ITM_08949,Food,405.9,0.04,Regular,OUT_048,Grocery Store,Small,Tier 2,2023,0,48,160
ITM_08950,Household,73.97,0.29,Regular,OUT_049,Grocery Store,Small,Tier 3,1987,0,39,113
ITM_08951,Drinks,60.58,0.27,Low Fat,OUT_050,Grocery Store,Small,Tier 2,2016,1,11,107
ITM_08952,Food,41.24,0.04,Non Edible,OUT_051,Supermarket Type2,Medium,Tier 1,2008,0,31,137
ITM_08953,Household,277.2,0.1,Non Edible,OUT_052,Grocery Store,Medium,Tier 1,1993,0,4,102
ITM_08954,Drinks,358.99,0.28,Non Edible,OUT_053,Supermarket Type1,Large,Tier 2,1987,0,35,106
ITM_08955,Drinks,82.65,0.04,Regular,OUT_054,Grocery Store,Medium,Tier 1,2006,0,27,134
ITM_08956,Electronics,326.69,0.04,Regular,OUT_055,Supermarket Type1,Small,Tier 1,2008,0,50,178
ITM_08957,Household,248.93,0.03,Low Fat,OUT_056,Supermarket Type1,Medium,Tier 2,2022,0,43,141
ITM_08958,Drinks,493.93,0.29,Regular,OUT_057,Grocery Store,Large,Tier 3,1994,0,3,53
ITM_08959,Clothing,364.39,0.23,Non Edible,OUT_058,Supermarket Type3,Large,Tier 3,2019,1,38,177
ITM_08960,Household,335.59,0.07,Low Fat,OUT_059,Supermarket Type3,Large,Tier 3,2004,0,38,141
ITM_08961,Drinks,293.82,0.02,Non Edible,OUT_060,Supermarket Type3,Large,Tier 2,1996,0,28,105
ITM_08962,Electronics,498.74,0.29,Low Fat,OUT_061,Supermarket Type1,Medium,Tier 2,1996,1,18,113
ITM_08963,Food,490.62,0.13,Non Edible,OUT_062,Supermarket Type3,Large,Tier 1,2001,0,24,119
ITM_08964,Food,278.3,0.18,Low Fat,OUT_063,Supermarket Type3,Medium,Tier 3,1988,0,34,125
ITM_08965,Clothing,238.49,0.09,Non Edible,OUT_064,Grocery Store,Large,Tier 1,1992,1,23,166
ITM_08966,Household,241.82,0.23,Regular,OUT_065,Supermarket Type2,Large,Tier 2,1991,0,18,113
ITM_08967,Electronics,225.6,0.07,Non Edible,OUT_066,Supermarket Type1,Medium,Tier 3,2002,0,22,90
ITM_08968,Drinks,275.07,0.24,Low Fat,OUT_067,Supermarket Type2,Small,Tier 2,2010,0,30,123
ITM_08969,Drinks,151.32,0.08,Non Edible,OUT_068,Supermarket Type1,Small,Tier 1,2015,0,18,135
ITM_08970,Food,464.86,0.04,Regular,OUT_069,Supermarket Type1,Small,Tier 1,1992,0,31,162
ITM_08971,Electronics,255.31,0.15,Low Fat,OUT_070,Supermarket Type3,Small,Tier 2,2018,0,12,63
ITM_08972,Clothing,424.16,0.25,Regular,OUT_071,Grocery Store,Large,Tier 2,2000,0,45,128
ITM_08973,Food,248.15,0.12,Non Edible,OUT_072,Supermarket Type2,Medium,Tier 3,2004,0,17,76
ITM_08974,Food,364.78,0.02,Low Fat,OUT_073,Supermarket Type2,Small,Tier 2,1994,1,6,123
ITM_08975,Clothing,181.7,0.17,Non Edible,OUT_074,Supermarket Type3,Large,Tier 1,1989,1,44,194
ITM_08976,Household,319.91,0.21,Low Fat,OUT_075,Supermarket Type2,Medium,Tier 1,1995,0,23,108
ITM_08977,Drinks,259.22,0.22,Regular,OUT_076,Supermarket Type2,Large,Tier 2,2022,0,45,141
ITM_08978,Household,196.21,0.13,Regular,OUT_077,Supermarket Type1,Small,Tier 2,2023,1,16,96
ITM_08979,Electronics,443.15,0.04,Regular,OUT_078,Grocery Store,Medium,Tier 3,2006,0,14,87
ITM_08980,Personal Care,74.1,0.18,Non Edible,OUT_079,Grocery Store,Medium,Tier 1,1995,0,8,71
ITM_08981,Personal Care,253.72,0.11,Low Fat,OUT_080,Supermarket Type2,Large,Tier 1,2002,0,33,135
ITM_08982,Personal Care,113.3,0.28,Regular,OUT_081,Supermarket Type2,Large,Tier 1,2002,0,34,154
ITM_08983,Clothing,433.31,0.16,Non Edible,OUT_082,Supermarket Type1,Medium,Tier 2,2015,0,7,49
